EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,StockOptionLevel,Attrition
EMP0412,37,Female,Single,Research & Development,Research Director,Life Sciences,2,15614,12,4,4,19,0,19,No,2,3,4,3,5,2,Yes
EMP0413,37,Female,Single,Research & Development,Laboratory Technician,Medical,5,15167,13,29,12,19,3,2,No,2,1,4,3,6,2,No
EMP0414,60,Female,Married,Research & Development,Laboratory Technician,Human Resources,1,13091,18,4,3,4,8,7,No,3,4,4,3,0,0,No
EMP0415,47,Male,Married,Research & Development,Research Director,Life Sciences,1,9220,18,7,4,29,3,18,No,4,4,4,3,5,1,No
EMP0416,28,Male,Single,Sales,Sales Executive,Marketing,1,18528,11,25,5,10,3,6,Yes,1,3,2,3,5,1,No
EMP0417,58,Female,Divorced,Research & Development,Research Scientist,Marketing,4,2726,11,38,0,1,3,8,Yes,4,2,2,3,0,3,No
EMP0418,39,Male,Single,Research & Development,Research Scientist,Other,2,6482,12,2,2,13,6,18,No,3,3,2,3,3,1,Yes
EMP0419,38,Female,Single,Sales,Sales Representative,Technical Degree,2,16042,23,14,2,6,6,7,No,3,3,1,3,2,3,No
EMP0420,54,Female,Divorced,Sales,Sales Executive,Other,4,5364,17,21,5,32,9,20,No,3,4,1,3,3,1,No
EMP0421,18,Male,Married,Sales,Manager,Medical,4,8989,11,39,2,0,3,13,Yes,3,4,3,3,5,1,No
EMP0422,46,Male,Married,Research & Development,Manufacturing Director,Marketing,1,18076,14,26,9,28,0,18,No,2,3,3,3,5,1,No
EMP0423,51,Male,Single,Research & Development,Research Director,Technical Degree,1,7315,19,3,3,27,3,27,No,2,1,2,3,1,0,No
EMP0424,37,Male,Married,Sales,Sales Executive,Medical,5,9167,13,19,9,19,6,12,No,2,3,4,3,3,3,No
EMP0425,57,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,3736,19,19,17,4,4,15,Yes,2,3,4,3,3,3,Yes
EMP0426,48,Male,Single,Sales,Sales Executive,Human Resources,3,17112,25,25,13,7,1,19,No,3,4,4,3,3,0,No
EMP0427,54,Female,Divorced,Sales,Sales Representative,Marketing,5,17020,22,40,11,9,5,2,No,4,4,2,3,5,0,No
EMP0428,47,Female,Single,Research & Development,Laboratory Technician,Human Resources,5,6298,24,0,0,16,6,7,No,4,4,1,3,1,3,No
EMP0429,50,Female,Divorced,Human Resources,HR Manager,Technical Degree,1,4589,15,40,18,10,6,24,No,3,2,3,3,5,0,No
EMP0430,18,Female,Divorced,Sales,Manager,Technical Degree,3,15130,24,10,5,0,7,4,No,2,2,4,3,4,1,Yes
EMP0431,29,Female,Married,Research & Development,Laboratory Technician,Technical Degree,5,4587,14,40,5,11,0,11,Yes,1,4,1,3,4,3,No
EMP0432,24,Male,Divorced,Sales,Sales Representative,Human Resources,1,4182,16,13,13,6,9,11,No,4,3,4,3,3,2,No
EMP0433,33,Female,Divorced,Research & Development,Research Director,Life Sciences,3,11830,22,6,0,15,8,28,No,4,2,1,3,2,1,No
EMP0434,60,Male,Single,Research & Development,Research Director,Other,3,1553,12,40,11,27,9,13,No,3,4,2,3,6,2,No
EMP0435,48,Female,Married,Human Resources,Human Resources,Human Resources,2,5700,18,33,18,28,8,10,No,1,2,4,3,6,1,No
EMP0436,48,Male,Single,Research & Development,Laboratory Technician,Medical,1,4465,12,27,0,30,7,9,Yes,3,4,3,3,5,1,No
EMP0437,49,Female,Single,Sales,Manager,Human Resources,5,3128,12,21,12,21,4,4,No,4,4,2,3,0,0,No
EMP0438,30,Female,Single,Research & Development,Research Scientist,Marketing,4,19913,21,0,0,6,2,12,Yes,2,4,4,3,4,1,Yes
EMP0439,52,Male,Married,Research & Development,Manufacturing Director,Medical,4,15944,24,9,9,34,1,23,Yes,1,3,3,3,2,3,No
EMP0440,49,Male,Married,Sales,Sales Representative,Medical,2,8384,17,3,3,22,6,18,No,4,3,2,4,2,3,No
EMP0441,43,Female,Married,Sales,Manager,Other,2,18966,22,25,3,18,2,19,Yes,1,3,4,3,3,3,No
EMP0442,31,Male,Divorced,Sales,Manager,Other,1,12878,16,36,3,11,0,6,No,2,4,4,3,0,3,No
EMP0443,25,Female,Single,Human Resources,HR Manager,Other,4,9037,18,2,2,7,1,13,Yes,4,3,2,3,6,3,No
EMP0444,46,Male,Single,Research & Development,Research Scientist,Life Sciences,4,17712,21,14,0,19,6,6,No,4,3,1,3,3,3,No
EMP0445,24,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,19229,19,34,16,6,2,20,No,1,2,1,3,0,3,Yes
EMP0446,26,Male,Divorced,Research & Development,Laboratory Technician,Marketing,1,3781,15,7,7,8,8,2,No,2,4,1,3,6,3,No
EMP0447,38,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,1,8778,20,2,2,4,2,9,Yes,2,2,2,3,5,3,Yes
EMP0448,34,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,14946,13,9,9,9,8,21,Yes,3,2,3,3,4,3,Yes
EMP0449,45,Male,Married,Research & Development,Laboratory Technician,Life Sciences,5,4613,11,35,13,24,3,5,Yes,1,3,3,3,2,0,No
EMP0450,32,Male,Single,Research & Development,Research Scientist,Human Resources,3,17052,17,6,6,14,5,6,No,3,3,1,4,6,1,No
EMP0451,52,Female,Divorced,Research & Development,Research Director,Medical,3,1320,23,32,4,34,5,24,No,2,4,3,3,5,1,Yes
EMP0452,47,Female,Divorced,Sales,Sales Representative,Marketing,3,15026,12,33,7,15,1,28,No,1,3,4,3,5,0,No
EMP0453,28,Female,Divorced,Research & Development,Research Scientist,Technical Degree,1,14902,17,32,4,10,0,27,No,1,4,1,3,5,2,No
EMP0454,60,Female,Single,Research & Development,Research Scientist,Other,5,8384,12,11,2,15,2,13,No,2,3,1,3,2,2,No
EMP0455,25,Female,Married,Sales,Sales Representative,Medical,1,19648,16,25,6,7,9,1,No,1,4,4,3,3,2,Yes
EMP0456,40,Female,Married,Research & Development,Laboratory Technician,Life Sciences,1,15125,21,31,6,14,2,1,Yes,2,4,1,4,6,2,Yes
EMP0457,41,Male,Divorced,Sales,Sales Representative,Marketing,1,15380,14,28,5,2,3,23,Yes,4,1,3,4,0,2,Yes
EMP0458,44,Male,Divorced,Research & Development,Research Scientist,Medical,4,9718,22,7,7,8,6,25,No,4,2,3,3,4,3,Yes
EMP0459,24,Male,Married,Research & Development,Laboratory Technician,Human Resources,1,8758,17,3,3,6,1,16,No,1,4,4,3,6,1,Yes
EMP0460,50,Male,Married,Sales,Sales Representative,Other,2,15071,12,12,12,25,2,19,No,1,2,2,4,1,1,Yes
EMP0461,30,Male,Divorced,Research & Development,Research Director,Medical,1,2678,21,24,13,12,8,2,No,2,2,3,3,3,0,Yes
EMP0462,41,Female,Single,Sales,Sales Representative,Marketing,1,6964,13,2,0,23,1,20,Yes,3,2,3,3,3,2,Yes
EMP0463,37,Male,Divorced,Sales,Manager,Human Resources,2,11862,13,23,11,2,1,13,No,3,2,3,3,0,0,No
EMP0464,59,Female,Single,Research & Development,Laboratory Technician,Life Sciences,5,12245,15,19,15,23,8,14,No,2,2,1,3,5,2,Yes
EMP0465,25,Female,Married,Research & Development,Research Scientist,Human Resources,5,1725,24,10,8,7,3,2,No,2,3,1,4,5,3,No
EMP0466,50,Female,Divorced,Human Resources,Human Resources,Technical Degree,5,13796,19,25,8,19,8,1,Yes,1,2,2,3,3,2,No
EMP0467,36,Male,Single,Research & Development,Research Scientist,Life Sciences,5,8814,14,18,1,0,3,2,No,3,2,3,4,6,0,No
EMP0468,58,Female,Single,Research & Development,Manufacturing Director,Other,5,9661,22,8,8,11,5,1,No,3,3,1,3,1,2,No
EMP0469,19,Female,Divorced,Research & Development,Research Scientist,Marketing,5,19060,13,13,13,1,6,8,Yes,3,2,4,3,2,3,No
EMP0470,47,Male,Divorced,Sales,Sales Executive,Technical Degree,2,10251,18,1,1,6,6,3,Yes,2,4,2,3,1,3,No
EMP0471,26,Male,Married,Research & Development,Research Scientist,Technical Degree,1,4614,11,0,0,8,0,20,Yes,1,3,2,4,6,0,Yes
EMP0472,39,Male,Single,Research & Development,Research Scientist,Technical Degree,5,15568,11,10,9,6,8,9,No,2,2,1,3,0,0,No
EMP0473,24,Male,Single,Research & Development,Research Director,Medical,1,8436,13,27,12,6,1,23,Yes,3,2,4,3,3,0,Yes
EMP0474,36,Male,Married,Research & Development,Manufacturing Director,Life Sciences,1,5960,24,11,11,18,4,22,No,2,4,2,4,4,2,No
EMP0475,35,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,1,5879,12,9,9,8,4,14,Yes,4,4,1,3,1,2,Yes
EMP0476,42,Female,Married,Research & Development,Research Director,Other,4,11935,20,8,7,5,6,19,No,4,4,2,3,4,1,No
EMP0477,18,Female,Divorced,Sales,Sales Executive,Technical Degree,2,4618,14,3,3,0,8,28,No,2,3,4,3,3,1,Yes
EMP0478,26,Male,Married,Sales,Manager,Other,1,14925,14,23,1,0,2,12,No,1,4,2,3,0,0,No
EMP0479,44,Female,Divorced,Sales,Sales Executive,Medical,5,10823,23,30,13,26,0,2,No,4,1,3,3,4,1,No
EMP0480,43,Female,Divorced,Research & Development,Research Director,Human Resources,3,8457,14,27,5,11,9,13,Yes,1,4,2,3,0,3,No
EMP0481,53,Female,Married,Research & Development,Research Scientist,Marketing,4,13476,23,10,1,1,5,3,No,4,2,3,3,4,2,No
EMP0482,28,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,7160,20,35,6,2,9,19,No,1,2,3,3,0,3,Yes
EMP0483,23,Female,Married,Research & Development,Research Scientist,Technical Degree,5,7394,19,20,12,1,8,24,No,2,1,3,3,0,1,No
EMP0484,42,Female,Single,Research & Development,Research Scientist,Medical,4,3589,22,40,2,24,8,6,No,2,2,2,3,4,2,No
EMP0485,39,Female,Single,Sales,Manager,Other,4,8844,24,13,2,21,4,28,No,4,1,1,3,4,0,Yes
EMP0486,38,Male,Single,Sales,Sales Representative,Marketing,5,12914,25,22,2,7,7,25,Yes,4,3,4,4,5,1,No
EMP0487,49,Female,Married,Sales,Sales Representative,Human Resources,2,15454,25,23,16,31,7,17,No,3,3,1,3,2,0,No
EMP0488,21,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,13323,18,10,10,3,1,22,No,1,2,4,4,2,3,No
EMP0489,47,Male,Married,Sales,Sales Executive,Technical Degree,2,14166,13,21,2,9,0,15,No,4,2,4,3,4,3,No
EMP0490,38,Male,Married,Research & Development,Research Director,Technical Degree,4,8002,15,3,3,5,2,3,No,4,3,3,3,0,3,No
EMP0491,46,Female,Single,Research & Development,Laboratory Technician,Life Sciences,1,15051,17,21,9,28,2,23,Yes,3,4,4,3,5,2,Yes
EMP0492,18,Male,Divorced,Research & Development,Laboratory Technician,Other,5,5747,19,20,10,0,6,4,Yes,4,2,4,4,2,0,No
EMP0493,26,Male,Single,Research & Development,Research Scientist,Other,2,14777,16,34,5,1,9,22,No,2,3,2,4,0,2,Yes
EMP0494,37,Female,Divorced,Research & Development,Research Scientist,Technical Degree,4,14456,13,22,11,19,6,15,No,4,3,1,4,2,1,No
EMP0495,36,Female,Divorced,Research & Development,Research Director,Human Resources,1,3880,21,6,2,18,8,20,No,4,1,4,3,0,3,No
EMP0496,20,Male,Single,Research & Development,Research Director,Technical Degree,5,13496,16,7,6,2,6,27,No,1,3,4,3,0,1,Yes
EMP0497,60,Male,Single,Sales,Sales Representative,Technical Degree,1,1517,17,1,1,39,3,14,No,3,3,2,4,4,1,No
EMP0498,21,Male,Divorced,Research & Development,Research Director,Technical Degree,2,14218,17,20,16,3,9,21,Yes,2,1,2,3,6,2,Yes
EMP0499,38,Male,Married,Sales,Sales Executive,Life Sciences,5,6024,21,1,1,11,7,5,No,1,4,1,3,5,2,Yes
EMP0500,32,Male,Divorced,Sales,Manager,Technical Degree,3,2704,13,17,2,14,1,20,No,1,1,1,3,0,2,No
EMP0501,23,Male,Married,Sales,Sales Representative,Life Sciences,4,1728,13,26,2,5,7,11,No,1,2,4,3,6,1,Yes
EMP0502,29,Male,Married,Research & Development,Research Scientist,Marketing,4,18916,19,0,0,11,0,18,No,3,1,2,3,4,1,No
EMP0503,25,Female,Single,Research & Development,Research Scientist,Medical,1,5156,19,17,8,7,7,26,No,1,3,3,3,3,3,Yes
EMP0504,30,Female,Single,Research & Development,Manufacturing Director,Human Resources,5,11219,16,10,6,12,4,24,No,4,4,4,3,6,0,No
EMP0505,30,Male,Married,Research & Development,Manufacturing Director,Medical,1,17765,23,16,16,12,5,26,No,3,4,1,3,3,1,No
EMP0506,31,Male,Married,Research & Development,Manufacturing Director,Life Sciences,1,11448,14,0,0,13,3,20,Yes,3,2,1,3,4,0,Yes
EMP0507,56,Female,Divorced,Research & Development,Research Scientist,Technical Degree,3,11498,18,12,6,38,1,14,Yes,4,4,1,4,0,1,Yes
EMP0508,42,Female,Single,Sales,Sales Executive,Other,5,1161,12,29,9,19,1,1,Yes,4,1,1,3,3,3,Yes
EMP0509,40,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,4,10788,12,29,15,22,0,2,No,1,3,1,3,1,2,Yes
EMP0510,23,Male,Divorced,Sales,Sales Representative,Life Sciences,3,2420,22,7,1,5,6,26,No,1,3,3,3,2,1,No
EMP0511,25,Female,Divorced,Sales,Sales Executive,Technical Degree,1,18106,15,33,7,5,3,16,No,4,3,3,3,0,2,No
EMP0512,33,Male,Single,Research & Development,Laboratory Technician,Technical Degree,1,7971,19,0,0,15,9,7,No,4,2,4,3,6,2,No
EMP0513,59,Male,Single,Sales,Manager,Medical,3,13643,20,28,16,9,4,6,Yes,4,2,1,3,6,0,Yes
EMP0514,24,Male,Married,Research & Development,Laboratory Technician,Medical,3,1945,19,30,16,6,2,7,No,3,1,1,3,3,3,Yes
EMP0515,46,Male,Divorced,Sales,Sales Executive,Technical Degree,4,7363,14,18,6,3,3,2,No,3,4,4,3,0,0,No
EMP0516,54,Male,Married,Sales,Sales Executive,Medical,5,14265,15,25,12,0,5,7,Yes,3,4,2,3,5,2,Yes
EMP0517,50,Female,Divorced,Research & Development,Research Director,Medical,2,11334,13,4,4,4,5,14,Yes,4,2,1,3,0,2,Yes
EMP0518,18,Male,Married,Research & Development,Research Director,Medical,4,4593,15,2,0,0,1,25,No,3,2,2,3,0,2,No
EMP0519,40,Female,Married,Human Resources,HR Manager,Marketing,4,1453,17,22,9,9,0,24,No,4,1,3,3,1,1,Yes
EMP0520,19,Female,Married,Sales,Manager,Medical,1,7360,20,24,3,1,5,12,No,4,2,3,4,3,3,No
EMP0521,20,Male,Married,Research & Development,Manufacturing Director,Technical Degree,5,12379,19,18,3,2,4,17,No,4,2,4,3,4,1,No
EMP0522,22,Female,Single,Research & Development,Research Scientist,Medical,3,5053,23,3,3,4,5,5,No,4,3,1,3,2,1,No
EMP0523,27,Female,Divorced,Human Resources,Human Resources,Life Sciences,3,8180,25,2,2,9,1,29,No,2,4,4,3,2,2,Yes
EMP0524,54,Male,Divorced,Research & Development,Manufacturing Director,Medical,3,5455,13,26,17,27,7,21,Yes,3,1,3,3,4,3,Yes
EMP0525,51,Female,Married,Research & Development,Manufacturing Director,Marketing,4,16296,14,26,13,8,4,20,No,1,4,1,3,6,2,No
EMP0526,54,Female,Single,Research & Development,Research Scientist,Technical Degree,1,16174,20,33,14,18,1,21,No,1,1,3,3,2,0,No
EMP0527,39,Male,Divorced,Research & Development,Research Scientist,Medical,5,5732,22,35,15,7,7,1,Yes,2,3,3,3,4,1,Yes
EMP0528,27,Male,Single,Research & Development,Research Scientist,Medical,1,16532,24,1,1,9,3,6,No,1,1,3,3,6,2,No
EMP0529,60,Male,Divorced,Research & Development,Research Director,Life Sciences,2,5651,18,15,5,17,1,22,No,2,4,4,3,4,2,No
EMP0530,24,Male,Single,Research & Development,Research Director,Marketing,4,4945,25,36,12,6,2,12,Yes,3,1,4,3,3,3,Yes
EMP0531,28,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,4,17820,23,4,4,10,2,26,No,3,3,4,3,2,2,Yes
EMP0532,59,Male,Divorced,Research & Development,Research Director,Other,5,18226,12,16,4,31,2,28,No,3,4,1,3,1,0,No
EMP0533,48,Male,Single,Research & Development,Laboratory Technician,Medical,4,14773,24,4,1,11,9,12,No,1,1,1,3,5,0,Yes
EMP0534,46,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,10383,11,14,6,0,1,21,No,4,2,1,3,1,1,No
EMP0535,44,Female,Single,Research & Development,Research Scientist,Other,5,17267,12,12,6,26,2,18,No,4,3,3,3,6,3,No
EMP0536,22,Female,Single,Research & Development,Laboratory Technician,Life Sciences,4,8564,24,3,3,4,1,12,No,2,3,3,3,6,1,Yes
EMP0537,54,Female,Married,Sales,Manager,Human Resources,1,18898,25,7,7,8,3,9,No,3,1,1,3,2,0,Yes
EMP0538,39,Male,Married,Research & Development,Research Scientist,Life Sciences,5,2167,18,22,2,21,1,2,No,1,4,2,3,0,1,Yes
EMP0539,37,Male,Single,Research & Development,Laboratory Technician,Life Sciences,2,18513,22,38,12,19,2,13,No,1,4,1,3,3,3,Yes
EMP0540,46,Female,Married,Sales,Manager,Medical,3,15313,11,3,3,15,8,29,Yes,1,2,4,3,4,0,No
EMP0541,22,Male,Married,Sales,Sales Representative,Life Sciences,3,12466,15,38,7,4,1,22,No,2,4,4,3,0,1,No
EMP0542,40,Female,Divorced,Research & Development,Laboratory Technician,Marketing,3,19077,20,18,7,17,6,29,No,3,3,1,3,5,3,Yes
EMP0543,26,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,2,5031,11,23,4,8,7,1,Yes,2,4,4,4,6,2,No
EMP0544,37,Male,Married,Research & Development,Research Scientist,Human Resources,4,17240,11,1,1,2,6,22,No,1,2,2,3,4,2,Yes
EMP0545,40,Female,Divorced,Research & Development,Manufacturing Director,Medical,1,12181,19,39,13,22,4,22,No,1,1,4,4,6,3,No
EMP0546,54,Male,Married,Research & Development,Manufacturing Director,Technical Degree,2,5330,17,0,0,36,5,10,No,3,1,2,3,4,0,Yes
EMP0547,35,Male,Married,Research & Development,Research Scientist,Human Resources,3,9676,24,11,11,17,7,12,No,4,1,4,3,5,1,Yes
EMP0548,23,Female,Single,Sales,Manager,Technical Degree,2,9463,12,17,8,5,0,20,No,2,2,2,3,1,0,No
EMP0549,46,Male,Single,Research & Development,Research Scientist,Other,3,9444,19,1,1,15,7,17,No,1,2,3,3,0,0,Yes
EMP0550,54,Male,Divorced,Research & Development,Research Director,Technical Degree,3,5697,20,1,1,10,7,12,No,3,3,4,4,2,0,No
EMP0551,36,Male,Divorced,Research & Development,Research Scientist,Medical,3,17746,21,32,18,4,6,5,No,2,4,1,3,6,0,No
EMP0552,32,Male,Divorced,Research & Development,Research Director,Life Sciences,5,16486,23,33,16,14,3,11,No,3,2,3,4,6,2,No
EMP0553,25,Female,Married,Research & Development,Research Director,Life Sciences,3,19374,24,32,2,7,9,8,No,4,2,4,3,6,1,No
EMP0554,44,Female,Married,Research & Development,Laboratory Technician,Marketing,3,4874,13,5,5,26,7,29,No,2,4,2,4,0,0,Yes
EMP0555,53,Male,Single,Research & Development,Research Director,Life Sciences,4,1793,22,10,2,7,8,23,Yes,4,4,3,3,1,2,Yes
EMP0556,39,Male,Single,Research & Development,Research Scientist,Other,3,15718,23,26,14,9,2,24,No,4,3,4,3,5,0,No
EMP0557,55,Female,Married,Research & Development,Research Director,Technical Degree,2,17677,25,37,8,18,9,2,No,1,2,3,3,4,3,No
EMP0558,38,Male,Divorced,Research & Development,Laboratory Technician,Other,2,15116,18,33,8,14,4,4,No,3,1,3,3,2,3,No
EMP0559,36,Male,Single,Research & Development,Manufacturing Director,Other,3,5629,14,6,6,18,8,18,No,2,1,1,4,6,0,No
EMP0560,19,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,5,5143,22,29,9,1,2,3,No,1,4,4,3,2,0,No
EMP0561,32,Male,Divorced,Research & Development,Manufacturing Director,Marketing,3,15868,14,40,16,14,8,23,No,1,3,1,3,2,0,No
EMP0562,33,Male,Divorced,Sales,Sales Representative,Medical,3,16413,24,9,9,0,1,29,No,4,3,2,3,4,1,No
EMP0563,49,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,13470,21,40,18,31,3,27,Yes,3,4,2,4,2,3,No
EMP0564,43,Female,Single,Research & Development,Research Director,Medical,1,10422,22,26,14,8,1,11,No,4,1,2,3,2,3,No
EMP0565,48,Female,Divorced,Research & Development,Research Director,Medical,1,10542,23,17,16,27,6,11,Yes,4,1,3,3,3,3,Yes
EMP0566,21,Male,Married,Sales,Manager,Other,1,11118,13,28,13,1,9,20,Yes,2,2,1,4,2,0,No
EMP0567,23,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,1,18004,17,13,11,5,5,6,No,2,4,2,3,2,1,No
EMP0568,18,Male,Divorced,Sales,Sales Executive,Technical Degree,4,2394,17,10,9,0,6,4,No,2,2,1,3,5,1,No
EMP0569,22,Female,Single,Sales,Manager,Life Sciences,5,5984,15,6,6,4,0,24,No,2,3,3,3,2,3,Yes
EMP0570,59,Female,Married,Research & Development,Research Director,Life Sciences,2,14323,23,35,8,28,6,24,No,2,4,1,4,2,0,Yes
EMP0571,19,Female,Married,Research & Development,Laboratory Technician,Technical Degree,5,4579,12,19,10,1,9,16,Yes,1,1,2,3,1,1,Yes
EMP0572,48,Male,Married,Research & Development,Laboratory Technician,Marketing,4,11214,18,21,4,20,8,25,Yes,4,1,3,3,6,3,No
EMP0573,33,Male,Single,Research & Development,Research Director,Technical Degree,1,13319,18,8,0,15,0,4,Yes,1,2,2,3,3,1,No
EMP0574,49,Female,Married,Sales,Manager,Life Sciences,3,4861,19,27,9,31,2,6,No,3,3,3,3,2,1,No
EMP0575,41,Female,Married,Research & Development,Manufacturing Director,Medical,3,5443,11,10,10,12,7,5,No,4,1,3,3,0,2,No
EMP0576,24,Male,Single,Research & Development,Manufacturing Director,Human Resources,4,6135,25,4,4,6,4,9,No,2,3,1,4,6,3,No
EMP0577,41,Female,Divorced,Research & Development,Research Director,Human Resources,2,3547,19,37,4,21,2,4,Yes,2,3,2,3,6,3,Yes
EMP0578,55,Male,Single,Research & Development,Research Director,Life Sciences,2,8101,23,5,4,27,2,2,Yes,4,1,3,3,4,3,No
EMP0579,38,Male,Divorced,Sales,Sales Executive,Technical Degree,4,13642,13,30,11,20,4,21,No,3,1,2,4,5,3,No
EMP0580,34,Female,Single,Research & Development,Research Director,Life Sciences,3,16281,18,22,13,16,0,24,Yes,2,4,3,3,1,2,Yes
EMP0581,55,Female,Married,Research & Development,Research Scientist,Human Resources,1,9955,11,2,2,37,9,2,No,4,1,3,3,6,3,No
EMP0582,49,Male,Single,Sales,Manager,Marketing,1,6028,24,11,4,12,5,2,Yes,1,1,4,3,0,2,No
EMP0583,19,Male,Divorced,Research & Development,Manufacturing Director,Other,3,17928,15,0,0,1,2,17,No,1,1,2,3,5,0,Yes
EMP0584,35,Male,Divorced,Research & Development,Research Director,Other,1,11205,25,17,17,11,1,15,No,3,4,1,3,0,0,No
EMP0585,29,Male,Single,Research & Development,Research Scientist,Medical,3,16093,15,5,5,11,4,23,No,2,2,3,3,1,1,Yes
EMP0586,32,Male,Single,Research & Development,Manufacturing Director,Marketing,3,15413,24,16,2,9,2,22,No,3,3,4,3,0,3,No
EMP0587,31,Female,Divorced,Human Resources,HR Manager,Other,3,7806,25,21,16,13,4,15,No,3,1,2,3,0,0,No
EMP0588,29,Female,Married,Research & Development,Research Director,Human Resources,4,2118,25,20,3,11,1,11,No,1,2,4,3,1,2,Yes
EMP0589,52,Female,Divorced,Sales,Sales Executive,Technical Degree,5,19882,11,27,12,32,6,16,No,2,3,3,3,2,1,Yes
EMP0590,45,Male,Single,Research & Development,Research Director,Human Resources,2,10858,23,38,16,22,1,2,Yes,2,2,3,3,2,1,Yes
EMP0591,28,Male,Single,Research & Development,Laboratory Technician,Marketing,3,3642,18,11,7,10,5,18,No,4,1,2,3,0,1,Yes
EMP0592,53,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,4,8963,17,6,6,22,6,27,Yes,2,4,3,4,4,0,Yes
EMP0593,55,Male,Single,Sales,Manager,Marketing,3,12145,15,32,0,5,0,7,No,4,1,2,3,1,3,No
EMP0594,59,Female,Married,Sales,Sales Executive,Technical Degree,4,2150,24,16,13,0,1,12,Yes,4,1,4,3,5,3,Yes
EMP0595,26,Female,Single,Research & Development,Research Director,Technical Degree,4,14852,19,3,3,7,5,23,No,1,4,3,3,6,2,No
EMP0596,45,Male,Single,Research & Development,Research Director,Life Sciences,3,9457,18,12,12,23,1,2,No,4,4,1,3,6,3,Yes
EMP0597,56,Female,Married,Research & Development,Manufacturing Director,Other,3,1780,12,34,8,2,0,10,Yes,3,4,1,3,4,2,Yes
EMP0598,43,Male,Single,Sales,Sales Executive,Other,2,17178,13,27,8,24,5,11,No,4,2,4,3,0,0,No
EMP0599,23,Female,Married,Research & Development,Manufacturing Director,Life Sciences,2,9425,23,5,5,5,3,18,No,2,3,3,3,5,0,No
EMP0600,31,Female,Divorced,Research & Development,Research Director,Other,2,10080,17,32,1,13,0,7,No,2,3,3,3,6,1,No
EMP0601,56,Male,Single,Research & Development,Manufacturing Director,Medical,1,11645,16,14,2,20,8,16,No,4,4,3,3,0,2,No
EMP0602,46,Female,Single,Sales,Manager,Human Resources,2,13790,15,16,12,20,8,24,Yes,1,4,3,3,2,2,Yes
EMP0603,47,Male,Divorced,Sales,Manager,Marketing,5,15149,20,26,0,6,2,18,No,3,4,2,3,3,0,No
EMP0604,31,Male,Single,Human Resources,HR Manager,Other,4,19033,25,26,11,13,1,21,No,4,3,3,3,5,2,No
EMP0605,43,Female,Married,Sales,Sales Representative,Marketing,4,6152,21,11,11,25,6,4,No,3,4,2,3,4,3,No
EMP0606,58,Male,Divorced,Sales,Sales Executive,Human Resources,5,3647,12,38,18,1,7,21,No,1,3,2,3,5,2,No
EMP0607,59,Male,Married,Research & Development,Laboratory Technician,Marketing,2,6750,21,30,6,15,7,15,No,3,1,1,3,1,3,No
EMP0608,47,Female,Single,Research & Development,Research Scientist,Medical,4,3297,19,0,0,29,4,14,No,4,4,4,3,5,0,No
EMP0609,52,Female,Divorced,Research & Development,Research Director,Life Sciences,3,14063,24,2,2,10,4,28,No,4,4,1,3,6,0,No
EMP0610,60,Female,Single,Research & Development,Laboratory Technician,Marketing,1,11823,23,4,4,16,7,23,No,4,2,3,3,2,3,No
EMP0611,56,Male,Divorced,Sales,Sales Executive,Marketing,1,8251,18,23,18,9,7,10,No,3,3,2,3,5,2,No
EMP0612,26,Female,Married,Sales,Sales Representative,Other,2,1926,18,13,13,8,8,24,No,1,3,3,3,3,1,No
EMP0613,55,Female,Married,Research & Development,Manufacturing Director,Technical Degree,2,18219,13,30,5,37,3,10,No,4,1,1,3,1,2,No
EMP0614,25,Female,Married,Research & Development,Manufacturing Director,Human Resources,1,18183,19,14,6,3,1,17,No,1,4,1,4,2,0,No
EMP0615,51,Male,Divorced,Sales,Sales Representative,Other,2,8491,19,29,5,3,1,24,Yes,3,3,1,3,1,2,Yes
EMP0616,33,Female,Single,Research & Development,Research Director,Human Resources,1,11457,14,40,2,15,8,4,Yes,1,4,1,3,4,3,Yes
EMP0617,55,Female,Divorced,Research & Development,Research Scientist,Medical,5,15959,21,0,0,16,8,16,No,3,4,2,3,2,2,No
EMP0618,33,Female,Single,Research & Development,Manufacturing Director,Medical,4,1222,25,20,16,15,4,22,No,2,2,1,3,0,3,Yes
